# From https://repo.anaconda.com/archive/
# You may as well copy all including anaconda 1 & 2, those are discarded
# Run generate_versions.py to extract Windows, MacOSX, Linux versions of Anaconda3 .sh/.exe and sha256sums
Anaconda3-2024.06-1-MacOSX-arm64.sh	707.3M	2024-06-26 15:40:09	f9e0795431910ee4ac341c0cc2a0b62e6c497440789b4117c20736db45b34204
Anaconda3-2024.06-1-MacOSX-arm64.pkg	704.7M	2024-06-26 15:40:09	5cba46cfbc9574247ef0d063b357e72fa58a88be7aedbb90600674f40992cf8f
Anaconda3-2024.06-1-Linux-x86_64.sh	1007.9M	2024-06-26 15:40:09	539bb43d9a52d758d0fdfa1b1b049920ec6f8c6d15ee9fe4a423355fe551a8f7
Anaconda3-2024.06-1-Linux-s390x.sh	425.8M	2024-06-26 15:40:09	1b3f4ef4147137fb1861f8251679ea96e651a7c405993c61e39441e43ee2dd11
Anaconda3-2024.06-1-Linux-aarch64.sh	800.6M	2024-06-26 15:40:09	b4be0ad2052236882402902a31d32cd37635d3db194a42f977be0d68a8ff1a31
Anaconda3-2024.02-1-Windows-x86_64.exe	904.4M	2024-02-26 14:50:21	087c633e355bc709222ad9e0dbad77abeed84f7e06dbdbecae84ba8b3660429e
Anaconda3-2024.02-1-MacOSX-x86_64.sh	731.2M	2024-02-26 14:50:21	944aee9b90f7d8a2a997d0337cb37219757f22e76c10de38c7c68191c6b5b226
Anaconda3-2024.02-1-MacOSX-x86_64.pkg	728.7M	2024-02-26 14:50:21	56ed87ad85b1203fad1dc7c5c4e6ac2034f3a69d676ea83f78bd1b7f10ca6a8a
Anaconda3-2024.02-1-MacOSX-arm64.sh	700.0M	2024-02-26 14:50:21	14a1c80af18c2c2e743e63cdb41228cd554a3fdb250563b6978348c80b6860f6
Anaconda3-2024.02-1-MacOSX-arm64.pkg	697.4M	2024-02-26 14:50:21	c22f864ceb962c89b5dbb9170c64acc5ee02dd96af988b0ecc3bf2f880ce8928
Anaconda3-2024.02-1-Linux-x86_64.sh	997.2M	2024-02-26 14:50:21	c536ddb7b4ba738bddbd4e581b29308cb332fa12ae3fa2cd66814bd735dff231
Anaconda3-2024.02-1-Linux-s390x.sh	391.8M	2024-02-26 14:50:21	3e2e8b17ea9a5caafd448f52e01435998b2e1ce102040a924d5bd6e05a1d735b
Anaconda3-2024.02-1-Linux-aarch64.sh	798.5M	2024-02-26 14:50:21	28c5bed6fba84f418516e41640c7937514aabd55e929a8f66937c737303c7bba
Anaconda3-2023.09-0-Windows-x86_64.exe	1.0G	2023-09-29 10:43:35	810da8bff79c10a708b7af9e8f21e6bb47467261a31741240f27bd807f155cb9
Anaconda3-2023.09-0-MacOSX-x86_64.sh	774.1M	2023-09-29 10:43:34	0c64a2c634fe31335079d97340c277c81b3f0c9dfe862a06599570640ac897a4
Anaconda3-2023.09-0-MacOSX-x86_64.pkg	772.0M	2023-09-29 10:43:32	c92dc16aa21255c5894913b4364dc29409f13828c7a0d03f8c5d5a8888d64a8b
Anaconda3-2023.09-0-MacOSX-arm64.sh	744.0M	2023-09-29 10:43:31	34121775d9e30a6ea12af0a462e1881670b0c175b426e06fd7b1581625ebd69b
Anaconda3-2023.09-0-MacOSX-arm64.pkg	741.8M	2023-09-29 10:43:31	0466f3f82663fc581c6684daeb4c66cb303a65c992110bfd6da17a7356709cda
Anaconda3-2023.09-0-Linux-x86_64.sh	1.1G	2023-09-29 10:43:30	6c8a4abb36fbb711dc055b7049a23bbfd61d356de9468b41c5140f8a11abd851
Anaconda3-2023.09-0-Linux-s390x.sh	366.2M	2023-09-29 10:43:30	ee817071a2ad94e044fb48061a721bc86606b2f4906b705e4f42177eeb3ca7c5
Anaconda3-2023.09-0-Linux-ppc64le.sh	525.2M	2023-09-29 10:43:29	5ea1ed9808af95eb2655fe6a4ffdb66bea66ecd1d053fc2ee69eacc7685ef665
Anaconda3-2023.09-0-Linux-aarch64.sh	838.8M	2023-09-29 10:43:29	69ee26361c1ec974199bce5c0369e3e9a71541de7979d2b9cfa4af556d1ae0ea
Anaconda3-2023.07-2-Windows-x86_64.exe	898.6M	2023-08-04 10:56:07	b48e103546742b2fcb77c4099660a28901476932472d16eef6c5a63de8b6a7ce
Anaconda3-2023.07-2-MacOSX-x86_64.sh	612.1M	2023-08-04 10:56:07	a2f7d0c19f60d00742154db21bfb3976d82215ff58396353f4dc729828bd2f49
Anaconda3-2023.07-2-MacOSX-x86_64.pkg	610.5M	2023-08-04 10:56:06	f5ff78eebb4f9960acf7d99103a2012d84de3d279edafae1f098b4f617e0a7c8
Anaconda3-2023.07-2-MacOSX-arm64.sh	645.6M	2023-08-04 10:56:06	8b08ca8a94dd5fda20d134fea13fa6c55c70d20d4b5a7a1c80d311aeb0cd7a88
Anaconda3-2023.07-2-MacOSX-arm64.pkg	643.9M	2023-08-04 10:56:05	c95a37465f505a50bdeb22de59ea10348141bf8999b3199f6086b832aea6dd8f
Anaconda3-2023.07-2-Linux-x86_64.sh	1015.6M	2023-08-04 10:56:05	589fb34fe73bc303379abbceba50f3131254e85ce4e7cd819ba4276ba29cad16
Anaconda3-2023.07-2-Linux-s390x.sh	340.8M	2023-08-04 10:56:05	121743a62210249dd9fb9d6527d545d08f6bf6d2624d51ad4b5d168cb3e860d6
Anaconda3-2023.07-2-Linux-ppc64le.sh	473.8M	2023-08-04 10:56:04	7a72e301fb3b8e175a96b6457fc84654dd2eb98942528d9988760779b92847e4
Anaconda3-2023.07-2-Linux-aarch64.sh	727.4M	2023-08-04 10:56:04	75967bc2113d9e336e670e1e557c9198d8b98e59fb9adb82cbe0e71ce5f7c2db
Anaconda3-2023.07-1-Linux-ppc64le.sh	468.7M	2023-07-13 15:32:26	ee149f55ebdd3f15fc1db4e9cddb5126da62e7a193fa15026c9fa009a2575d0a
Anaconda3-2023.07-1-Windows-x86_64.exe	893.8M	2023-07-13 15:29:08	f52d9d658e49d62754266e4e38e0dfc46fabda485de7139cef263187472f7445
Anaconda3-2023.07-1-MacOSX-x86_64.sh	595.4M	2023-07-13 15:29:08	803b2d0c5a142af3de14b410517c2c8889eaceb1b784d4c121512ebda13af6f8
Anaconda3-2023.07-1-MacOSX-x86_64.pkg	593.8M	2023-07-13 15:29:07	ecc2ed39860e6adaaf4c63bf47db1d4eed18f3e24915dfb28146da7c75db5f3a
Anaconda3-2023.07-1-MacOSX-arm64.sh	629.9M	2023-07-13 15:29:07	322045ad100dcc380decde5812db58c617901c6a8ac46dd7818080fe3ae19f8e
Anaconda3-2023.07-1-MacOSX-arm64.pkg	628.1M	2023-07-13 15:29:07	a581f911fe6366597a8d61b03927db9889e1b82ea3107291dab4699cb3907f0c
Anaconda3-2023.07-1-Linux-x86_64.sh	1010.4M	2023-07-13 15:29:06	111ce0a7f26e606863008a9519fd608b1493e483b6f487aea71d82b13fe0967e
Anaconda3-2023.07-1-Linux-s390x.sh	336.1M	2023-07-13 15:29:06	49aad1bc077334f30177443c234f3c982f1c9751fc78c4c29fb4cf736e4f61ef
Anaconda3-2023.07-1-Linux-aarch64.sh	711.9M	2023-07-13 15:29:06	2ebe549375f3f5ffec9558a8a8405ebd697e69c8133b8f9c1c5cd4ff69d1cc74
Anaconda3-uninstaller-patch-win-64-2023.07-0.exe	707K	2023-07-11 13:17:03	7c89615a41a50031227d3e0eb23dd35a1825a15057ecc1b2a6264fe8514a56bf
Anaconda3-2023.07-0-Windows-x86_64.exe	893.9M	2023-07-11 13:17:03	fc75a8843169366e47a54c58ddd28ff95f4edb6a088731dd62acfc8f955439f9
Anaconda3-2023.07-0-MacOSX-x86_64.sh	595.4M	2023-07-11 13:17:02	b6ea24fe16544d5b2d5adf6c913c1fc89a6dbdef12a4caff76ff574b33d0f3cb
Anaconda3-2023.07-0-MacOSX-x86_64.pkg	593.8M	2023-07-11 13:17:02	3cce8fe03abdf23432c574ec0feb486d7e2f376bfdaf6f6cd0ea35673452bdee
Anaconda3-2023.07-0-MacOSX-arm64.sh	629.9M	2023-07-11 13:17:02	23a9deb80acb145c65375bd73cbaa8793be81447278c4db7be50ef7c32a58635
Anaconda3-2023.07-0-MacOSX-arm64.pkg	628.2M	2023-07-11 13:17:01	e441647d9b655052b7008aa4357acca2ebd121c95038ce3021e28741be18f9b7
Anaconda3-2023.07-0-Linux-x86_64.sh	1010.4M	2023-07-11 13:17:01	ac738639aba0b676a618911600d0a0e7825ee7fd10efb6b3d95cc2e570d9ee7b
Anaconda3-2023.07-0-Linux-s390x.sh	336.1M	2023-07-11 13:17:01	f6933a8b70d346d423e089843fc151c46bdaee4e3e4e4fd0fb81ca06b8766892
Anaconda3-2023.07-0-Linux-ppc64le.sh	468.7M	2023-07-11 13:17:00	98efb73758680b84f890d818b5748d7a08e82c4b825d597f7e3c4467125da278
Anaconda3-2023.07-0-Linux-aarch64.sh	711.9M	2023-07-11 13:17:00	5f4865448c1111fb80cb49abff0f9b38b2970857dba7a4627c499ba102b82af5
Anaconda3-2023.03-1-Windows-x86_64.exe	786.6M	2023-04-24 12:41:07	f13a2ae812d2069654521e7b1d897227ea4af52bff7cd8b3d80e7b2271fc79e4
Anaconda3-2023.03-1-MacOSX-x86_64.sh	601.6M	2023-04-24 12:41:07	3593921c8a5516db82f0d7dd1c691f7ee7794236852e7da614e9ad6e93eeb342
Anaconda3-2023.03-1-MacOSX-x86_64.pkg	600.1M	2023-04-24 12:41:06	561ea77b7172e15568d21b854c4de4178789ca59caca16af9a6449653bfd9a21
Anaconda3-2023.03-1-MacOSX-arm64.sh	566.0M	2023-04-24 12:41:06	85152324c423fedbeed2e7491cb32e597eaeb1b86ae7a61ff7597b401fd053ce
Anaconda3-2023.03-1-MacOSX-arm64.pkg	564.4M	2023-04-24 12:41:06	d22ab7a22ab4ba3c02d6fe4e9c2a9c673ff34b80442922e4e49663287f6ace3f
Anaconda3-2023.03-1-Linux-x86_64.sh	860.6M	2023-04-24 12:41:05	95102d7c732411f1458a20bdf47e4c1b0b6c8a21a2edfe4052ca370aaae57bab
Anaconda3-2023.03-1-Linux-s390x.sh	361.2M	2023-04-24 12:41:05	5af1406c6350b4ba6839c49faa32a3c90f2b9845a03c35843f118dd9dd013421
Anaconda3-2023.03-1-Linux-ppc64le.sh	435.1M	2023-04-24 12:41:05	a31f2d6da83534cff7c994403cc11fa634b31fcd10eb4153d00233345ee084b2
Anaconda3-2023.03-1-Linux-aarch64.sh	618.7M	2023-04-24 12:41:04	54e600faa2af63a25717af30ecaddf1ee428cdfebd3721a70f41462e232e8153
Anaconda3-2023.03-0-Windows-x86_64.exe	786.0M	2023-03-20 10:41:36	849daee6c1926bb43306d0e4ce0cc50719b5bb5e43e085fc5092513ef8bf1fd5
Anaconda3-2023.03-0-MacOSX-x86_64.sh	601.0M	2023-03-20 10:41:36	cc37b1eb85bdc2ade3f95201a746cdc63ee4fbfae48ee9d0c7a3cf319562452d
Anaconda3-2023.03-0-MacOSX-x86_64.pkg	599.7M	2023-03-20 10:41:36	52d1109e371856b4fca8dcd1e1916ecc31d38b834369e370127d0372f56c34c1
Anaconda3-2023.03-0-MacOSX-arm64.sh	565.4M	2023-03-20 10:41:35	d27ee5432438972e90548e3dfa89490c5dc38a723f4dcd53061f0bd9d53b1bd0
Anaconda3-2023.03-0-MacOSX-arm64.pkg	564.1M	2023-03-20 10:41:35	b55403d2b77973ecf4ca1e3adfa09b74e871f3d99f383bcdbe2defdc08c16523
Anaconda3-2023.03-0-Linux-x86_64.sh	860.1M	2023-03-20 10:41:35	19737d5c27b23a1d8740c5cb2414bf6253184ce745d0a912bb235a212a15e075
Anaconda3-2023.03-0-Linux-s390x.sh	360.7M	2023-03-20 10:41:34	2648337081c3ce4b760457c5f00fb768ecd7d1d0957051ef5252ab380bb78233
Anaconda3-2023.03-0-Linux-ppc64le.sh	434.6M	2023-03-20 10:41:34	eafeaccca96f60ebb0aa0052d9baac8eaa2ee422358ee35b12f60f37e8a3ebb2
Anaconda3-2023.03-0-Linux-aarch64.sh	618.2M	2023-03-20 10:41:34	613797154d9383355677f7dfee10db32b2c327cbedabddcb303598f242c79883
Anaconda3-2022.10-Linux-aarch64.sh	534.5M	2022-10-17 16:15:40	fbadbfae5992a8c96af0a4621262080eea44e22baee2172e3dfb640f5cf8d22d
Anaconda3-2022.10-Windows-x86_64.exe	621.2M	2022-10-17 16:15:39	38b9d53a579843fe41fd05fd3c4f9ac3887f580e7bd9b43f220bbc3aea2367eb
Anaconda3-2022.10-Linux-x86_64.sh	737.6M	2022-10-17 16:15:39	e7ecbccbc197ebd7e1f211c59df2e37bc6959d081f2235d387e08c9026666acd
Anaconda3-2022.10-MacOSX-arm64.sh	472.5M	2022-10-17 16:15:38	200700077db8eed762fbc996b830c3f8cc5a2bb7d6b20bb367147eb35f2dcc72
Anaconda3-2022.10-MacOSX-x86_64.pkg	688.6M	2022-10-17 16:15:38	bd6147a59939009718ecc18ed6fd0cf1639dc1f1626af249be7c311874c3c2b4
Anaconda3-2022.10-Linux-s390x.sh	282.4M	2022-10-17 16:15:37	f5ccc24aedab1f3f9cccf1945ca1061bee194fa42a212ec26425f3b77fdd943a
Anaconda3-2022.10-Linux-ppc64le.sh	360.0M	2022-10-17 16:15:37	8fdebc79f63b74daad421a2674d43299fa9c5007d85cf00e8dc1a81fbf2787e4
Anaconda3-2022.10-MacOSX-x86_64.sh	681.6M	2022-10-17 16:15:37	dfcd1431a8206506799cb142b04d2db3be8a28671e5c3672920c09c71246dde0
Anaconda3-2022.10-MacOSX-arm64.pkg	484.1M	2022-10-17 16:15:36	4999ce8718c5d387940b1e213beb2c525e61eca94fd0e4e93bf5674b09ac3382
Anaconda3-2022.05-MacOSX-arm64.sh	304.8M	2022-06-07 12:40:25	a12119931945a9a1453993582259cc67318a9a75a15731e5ccc15365e7f88a36
Anaconda3-2022.05-MacOSX-arm64.pkg	316.4M	2022-06-07 12:40:24	0140970944a3e6088be5995ef7ce8525c1b2f8d5080e317423b3671f38a0460e
Anaconda3-2022.05-Windows-x86_64.exe	593.9M	2022-05-10 13:22:02	2766eb102f9d65da36d262b651777358de39fbe5f1a74f9854a2e5e29caeeeec
Anaconda3-2022.05-MacOSX-x86_64.pkg	591.0M	2022-05-10 13:22:02	e884c5c384d4e5723b7b0c9fcd9756bb48fa07f2de187eaf4ea94a8e142424cd
Anaconda3-2022.05-Linux-ppc64le.sh	367.3M	2022-05-10 13:22:01	a50bf5bd26b5c5a2c24028c1aff6da2fa4d4586ca43ae3acdf7ffb9b50d7f282
Anaconda3-2022.05-Linux-s390x.sh	279.8M	2022-05-10 13:22:01	c14415df69e439acd7458737a84a45c6067376cbec2fccf5e2393f9837760ea7
Anaconda3-2022.05-MacOSX-x86_64.sh	584.0M	2022-05-10 13:22:01	1a10c06660ebe1204e538b4e9d810142441af9dfd74b077eee2761ec6e675f39
Anaconda3-2022.05-Linux-aarch64.sh	567.6M	2022-05-10 13:22:00	dc6bb4eab3996e0658f8bc4bbd229c18f55269badd74acc36d9e23143268b795
Anaconda3-2022.05-Linux-x86_64.sh	658.8M	2022-05-10 13:22:00	a7c0afe862f6ea19a596801fc138bde0463abcbce1b753e8d5c474b506a2db2d
Anaconda3-2022.05-Windows-x86.exe	487.8M	2022-05-10 13:21:59	cd8c688349bcd1f429e3b383620fb0d19f52be0f765b2eae78d63b41aefb2e73
Anaconda3-2021.11-Windows-x86.exe	404.1M	2021-11-17 12:08:45	dc0746dded06cc480328c20b73369803ce98df1971bda669d93859e02c1c0664
Anaconda3-2021.11-Windows-x86_64.exe	510.3M	2021-11-17 12:08:45	1b3d593d1deb22b835be5c68897075e0fc9dea240ab4191c55674aba259a78ff
Anaconda3-2021.11-MacOSX-x86_64.sh	508.4M	2021-11-17 12:08:44	6a9217d1a08c599f860045d56ef64fc6c3e3112b55cc97f3d07c573d7bbcdb58
Anaconda3-2021.11-MacOSX-x86_64.pkg	515.1M	2021-11-17 12:08:44	203f5134d94390531b0cf1ff0f7e702abba60a77ba60559d93745c0475aefc71
Anaconda3-2021.11-Linux-x86_64.sh	580.5M	2021-11-17 12:08:44	fedf9e340039557f7b5e8a8a86affa9d299f5e9820144bd7b92ae9f7ee08ac60
Anaconda3-2021.11-Linux-s390x.sh	241.7M	2021-11-17 12:08:44	1504e9259816c5804eff1304fe7e339517b9fc1a08bfd991bc525a7efb6568f1
Anaconda3-2021.11-Linux-ppc64le.sh	254.9M	2021-11-17 12:08:44	7eb6a95925ee756240818599f8dcbba7a155adfb05ef6cd5336aa3c083de65f3
Anaconda3-2021.11-Linux-aarch64.sh	487.7M	2021-11-17 12:08:43	4daacb88fbd3a6c14e28cd3b37004ed4c2643e2b187302e927eb81a074e837bc
Anaconda3-2021.05-Windows-x86_64.exe	477.2M	2021-05-13 22:08:48	93db42390444019e98b442ab281e1091671b6dce64daf08928d337ffc83cf3d2
Anaconda3-2021.05-Linux-s390x.sh	291.7M	2021-05-13 22:08:48	a7d1a83279f439e7d8a6c53aa725552e195c0b96ae7e7fa63baefdf0118f7942
Anaconda3-2021.05-Windows-x86.exe	408.5M	2021-05-13 22:08:48	b95b6ada0a54fe1df06f6cde84f8fa586501ac86eeb86f760106cf87b87168e2
Anaconda3-2021.05-MacOSX-x86_64.pkg	440.3M	2021-05-13 22:08:47	b61e6ca9c338ed39f41408774143f582fc1e05a3aeaf0d2e986b6b16b2c5e8d7
Anaconda3-2021.05-Linux-x86_64.sh	544.4M	2021-05-13 22:08:47	2751ab3d678ff0277ae80f9e8a74f218cfc70fe9a9cdc7bb1c137d7e47e33d53
Anaconda3-2021.05-MacOSX-x86_64.sh	432.7M	2021-05-13 22:08:47	0407bee87eeecad521f1e38eb607b0a85babef4c1b47516dc5c090e152eba5d5
Anaconda3-2021.05-Linux-ppc64le.sh	285.3M	2021-05-13 22:08:47	097064807a9adae3f91fc4c5852cd90df2b77fc96505929bb25bf558f1eef76f
Anaconda3-2021.05-Linux-aarch64.sh	412.6M	2021-05-13 22:08:46	3a3d5a61df5422f7c8c7816217b926ec7e200cc6d62967541adead8ec46d935d
Anaconda3-2021.04-Linux-ppc64le.sh	285.3M	2021-05-10 14:23:03	6954278e3eb85f98ad29a44b0da574156cebe365687b831d3d865969d997f517
Anaconda3-2021.04-MacOSX-x86_64.pkg	436.9M	2021-05-10 14:21:10	d3fb9c189d2f7fdefe672dc454432cb822af4781f61c756ad0a332a5771e9b09
Anaconda3-2021.04-Windows-x86.exe	405.0M	2021-05-10 14:21:09	61a4e246098886acc1b3cbb977d58ca6dd1aeb7a1cd67f4e4f11b12cf6670f87
Anaconda3-2021.04-Windows-x86_64.exe	473.7M	2021-05-10 14:21:09	65fd8be6ab9aed8106bd1c9a228ecd7fd3e23d0d15b9d72415e3a884a69a8462
Anaconda3-2021.04-Linux-x86_64.sh	539.9M	2021-05-10 14:21:09	2d6dcbe4360d023c3cecf6a6be8678d906c918e9afb50407a0f51558a48ca896
Anaconda3-2021.04-MacOSX-x86_64.sh	429.3M	2021-05-10 14:21:08	e945565945eb02fcc0755ca9d419ae36cb0f05f325790bec53d8f4ec7dedf4ca
Anaconda3-2021.04-Linux-s390x.sh	291.7M	2021-05-07 10:45:26	b0b857aa68964cb1388ce1657cc6f32c689cb0a0f95824e796acd1ed70cf1fd8
Anaconda3-2021.04-Linux-aarch64.sh	407.6M	2021-05-07 10:44:23	4a2d3515e41660b3a0598bdd5513d388cad68b0df0397716c8b0e468c99f367f
Anaconda3-2020.11-Linux-ppc64le.sh	278.9M	2020-11-18 16:45:36	870535ada0a8ae75eeda8cd2bf7dde853ac9f4949b20e1b5641f1843a655f3b8
Anaconda3-2020.11-Linux-x86_64.sh	528.8M	2020-11-18 16:45:36	cf2ff493f11eaad5d09ce2b4feaa5ea90db5174303d5b3fe030e16d29aeef7de
Anaconda3-2020.11-MacOSX-x86_64.sh	427.8M	2020-11-18 16:45:35	ec11e325c792a6f49dbdbe5e641991d0a29788689176d7e54da97def9532c762
Anaconda3-2020.11-MacOSX-x86_64.pkg	435.3M	2020-11-18 16:45:35	b230c042237ba3e89193d3144179deddae0393facc6d8a6e599b1df1ae0b1ae9
Anaconda3-2020.11-Windows-x86.exe	403.0M	2020-11-18 16:45:34	362de9bc1e9e368dcbcdee1a175a523983c48dd8c04f83caf8d7ceaf7956bddc
Anaconda3-2020.11-Windows-x86_64.exe	457.2M	2020-11-18 16:45:34	aa523115daf31c431bb392faf75e70d35ada935e36dc7b1dd8902baee240bcc1
Anaconda3-2020.07-Windows-x86.exe	397.3M	2020-07-23 12:16:51	19803e5ccc357b57051cf7fa272e6b499dfedf13790778dc24af302f894e3281
Anaconda3-2020.07-Linux-x86_64.sh	550.1M	2020-07-23 12:16:50	38ce717758b95b3bd0b1797cc6ccfb76f29a90c25bdfa50ee45f11e583edfdbf
Anaconda3-2020.07-Linux-ppc64le.sh	290.4M	2020-07-23 12:16:47	0df7c3784973ab46a9ef9848aced01311d08a71d79a18d5ed79dccdae8c8dea7
Anaconda3-2020.07-Windows-x86_64.exe	467.5M	2020-07-23 12:16:46	66acb9bdf7d2d5925df8762311a85ad72f57dfd340447bf00636d35a28454244
Anaconda3-2020.07-MacOSX-x86_64.sh	454.1M	2020-07-23 12:16:44	3980c2a57fde5de2ccfdf0d7973f95ac1a3fa63351642e6735c50fc3791ef0f1
Anaconda3-2020.07-MacOSX-x86_64.pkg	462.3M	2020-07-23 12:16:42	e095c487d2837e4c984d0fcd2217be42c615504a2d7d6651095d34c2fa9807a0
Anaconda3-2020.02-Windows-x86.exe	423.2M	2020-03-11 10:32:58	d13381d6145c47755b198662af8a5f412836adecdb68627bc297be6738a3bdac
Anaconda3-2020.02-MacOSX-x86_64.pkg	442.2M	2020-03-11 10:32:57	4f7cc14b5b1d7aec3d9a5e781dede065e21cfe61915de4d3de192b9329195707
Anaconda3-2020.02-Linux-x86_64.sh	521.6M	2020-03-11 10:32:37	2b9f088b2022edb474915d9f69a803d6449d5fdb4c303041f60ac4aefcc208bb
Anaconda3-2020.02-Windows-x86_64.exe	466.3M	2020-03-11 10:32:35	83c2f53c7174253adcc2de7d1293a7408c37b295abbbb8feca32cb8428a26158
Anaconda3-2020.02-MacOSX-x86_64.sh	430.1M	2020-03-11 10:32:34	d237e6c976eb9c58368ca156a51bd913d63a3b5fea32689342733c99d14b6f2e
Anaconda3-2020.02-Linux-ppc64le.sh	276.0M	2020-03-11 10:32:32	d6d1827a38b988cbbe714d6e0357c9e251c84641a0c70cda51861ed9abb38804
Anaconda3-2019.10-MacOSX-x86_64.pkg	653.5M	2019-10-15 09:27:33	8b2192cbd586939d68bac00b0f9cbd2bfe555798c52b4cf4aecf6f9442123647
Anaconda3-2019.10-MacOSX-x86_64.sh	424.2M	2019-10-15 09:27:31	4f77299ff4170cda64fdfcc27ac609a37d654c158f36c9ff25048793fe8a3a49
Anaconda3-2019.10-Windows-x86_64.exe	461.5M	2019-10-15 09:27:17	9e632439ed40620b8518f11469ded7316eccb489d0dfc41770f72ca2b2202dd9
Anaconda3-2019.10-Linux-ppc64le.sh	320.3M	2019-10-15 09:26:11	118c579f625555e1b116f0c3fd3842772e8fa0254cb2262c1c94e9eb40ba5160
Anaconda3-2019.10-Windows-x86.exe	409.6M	2019-10-15 09:26:10	05e6738919673a6d57b5895b8b4df0b7e3f4d7ed0e30faf9c9f1b7d3399e9f52
Anaconda3-2019.10-Linux-x86_64.sh	505.7M	2019-10-15 09:26:05	46d762284d252e51cd58a8ca6c8adc9da2eadc82c342927b2f66ed011d1d8b53
Anaconda3-2019.07-MacOSX-x86_64.pkg	653.1M	2019-07-25 09:38:03	bc1a4cb642b775159125521d1dbcf8bd1dd811b0880fd0c2a6612070d7b78476
Anaconda3-2019.07-Windows-x86_64.exe	485.8M	2019-07-25 09:37:53	37e753801a881649ceb608449b66ff9daa35a393409c6e651e56a60c5043bd46
Anaconda3-2019.07-Windows-x86.exe	418.4M	2019-07-25 09:37:26	3d26ddf9ddb2287822a14ac1da3359a0db6ceb302b57edb9fcc69061f39276a3
Anaconda3-2019.07-MacOSX-x86_64.sh	435.4M	2019-07-25 09:37:06	dcbddbab37c5b5f3873fe24d2617a4325bc7da28c0cd1d23a2edc7f0ebe08b7d
Anaconda3-2019.07-Linux-ppc64le.sh	326.0M	2019-07-25 09:36:56	e788094f7a18bfe14038accb26c8809a81291ed97f1fce29425f366aa8105548
Anaconda3-2019.07-Linux-x86_64.sh	516.8M	2019-07-25 09:36:20	69581cf739365ec7fb95608eef694ba959d7d33b36eb961953f2b82cb25bdf5a
Anaconda3-2019.03-Linux-ppc64le.sh	314.5M	2019-04-04 16:00:58	b4ecfca3b6d6c284a3f9370f6a5ccfac1b6be7fa75af9f6750a98fb315601ebb
Anaconda3-2019.03-MacOSX-x86_64.pkg	637.4M	2019-04-04 16:00:33	1d89450ec2b8236404bab5a47aaa9c69fd85b63c6a9b8c35960dfa11f7550538
Anaconda3-2019.03-Linux-x86_64.sh	654.1M	2019-04-04 16:00:31	45c851b7497cc14d5ca060064394569f724b67d9b5f98a926ed49b834a6bb73a
Anaconda3-2019.03-Windows-x86_64.exe	661.7M	2019-04-04 16:00:30	d2c90169879f40816eac91bec585a1f9f788016fe0a8215ca066299e4b6531b9
Anaconda3-2019.03-Windows-x86.exe	545.7M	2019-04-04 16:00:28	03d94f55c4c5e1187382ff414c78e66244893170fa7aacd0deb71536b7a925e5
Anaconda3-2019.03-MacOSX-x86_64.sh	541.6M	2019-04-04 16:00:27	b232f0b16181f48667d2ca89c04a4ee4b3932475282b41c52acb87b4cdafcaaf
